Kit ID,Borough,Zipcode,Date Collected,Date Received,Lead First_Draw (mg/L),Lead 1-2 Minute Flush (mg/L),Lead 5 Minute Flush (mg/L),Copper First Draw (mg/L),Copper 1-2 Minute Flush (mg/L),Copper 5 minute Flush (mg/L)
13220181,NEW YORK,10128,01/01/2014,01/08/2014,0,0,,0.051,0.095,
13300298,BROOKLYN,11205,01/01/2014,01/08/2014,0,0,0,0.224,0.056,0
13300297,BROOKLYN,11205,01/01/2014,01/08/2014,0,0,0,0.279,0.24,0.129
13219471,NEW YORK,10028,01/01/2014,01/07/2014,0.007,0,,0.128,0.017,
11211471,LONG ISLAND CITY,11101,01/01/2014,01/07/2014,0,0,,0.189,0.063,
13220422,WOODSIDE,11377,01/02/2014,01/08/2014,0.008,0.001,,0.23,0.108,
13220478,BROOKLYN,11249,01/02/2014,01/14/2014,0,0,,0.073,0.013,
13220421,NEW YORK,10024,01/02/2014,01/07/2014,0.003,0.006,,0.112,0.218,
13220351,NEW YORK,10065,01/03/2014,01/10/2014,0,0,,0.139,0.03,
13220367,BROOKLYN,11201,01/04/2014,01/08/2014,0.003,0,,0.121,0.037,
13220506,NEW YORK,10021,01/04/2014,01/13/2014,0.004,0,,0.144,0.026,
13220509,BROOKLYN,11205,01/04/2014,01/13/2014,0,0,,0.242,0.23,
13220322,BROOKLYN,11205,01/05/2014,01/08/2014,0.006,0,,0.139,0.021,
13220510,BROOKLYN,11223,01/05/2014,01/17/2014,0,0,,0.126,0.065,
13220396,NEW YORK,10025,01/05/2014,01/14/2014,0.001,0,,0.105,0.035,
13220455,BROOKLYN,11215,01/06/2014,01/14/2014,0.085,0.012,,0.171,0.077,
13219888,WOODSIDE,11377,01/06/2014,01/10/2014,0.007,0.001,,0.218,0.14,
13220500,BROOKLYN,11249,01/06/2014,01/14/2014,0,0,,0.045,0.019,
13220475,NEW YORK,10009,01/06/2014,01/10/2014,0,0,,0.125,0.032,
13220466,BROOKLYN,11201,01/07/2014,01/14/2014,0.002,0,,0.119,0.019,
14220530,BROOKLYN,11230,01/08/2014,01/14/2014,0.002,0,,0.147,0.019,
13220443,FRESH MEADOWS,11365,01/08/2014,01/10/2014,0,0,,0.166,0.066,
13220495,FOREST HILLS,11375,01/08/2014,01/14/2014,0.008,0.036,,0.206,0.034,
14220534,BROOKLYN,11233,01/08/2014,01/16/2014,0,0,,0.108,0.044,
13220308,NEW YORK,10128,01/09/2014,01/14/2014,0.002,0.001,,0.091,0.03,
13220490,BROOKLYN,11236,01/09/2014,01/14/2014,0,0,,0.167,0.016,
14220514,BROOKLYN,11213,01/09/2014,01/14/2014,0.005,0.003,,0.246,0.025,
13220513,BROOKLYN,11211,01/09/2014,01/14/2014,0,0,,0.241,0.106,
13219492,BROOKLYN,11210,01/10/2014,01/14/2014,0,0,,0.277,0.114,
13220448,NEW YORK,10012,01/10/2014,01/16/2014,0,0,,0.152,0.121,
14220528,BROOKLYN,11217,01/10/2014,01/14/2014,0.002,0,,0.189,0.028,
14220539,BROOKLYN,11215,01/11/2014,01/14/2014,0,0,,0.025,0.007,
14220526,BROOKLYN,11215,01/11/2014,01/16/2014,0.001,0,,0.076,0.022,
13220290,BROOKLYN,11211,01/11/2014,01/16/2014,0,0,,0.208,0.08,
13220374,STATEN ISLAND,10308,01/11/2014,01/15/2014,0,0,,0.172,0.039,
14220533,WOODSIDE,11377,01/12/2014,01/16/2014,0,0,,0.193,0.02,
14220541,BROOKLYN,11210,01/12/2014,01/17/2014,0.004,0,,0.272,0.201,
13220341,NEW YORK,10019,01/13/2014,01/16/2014,0,0,,0.059,0.034,
14220521,JAMAICA,11434,01/13/2014,01/17/2014,0.017,0.004,,2.417,0.523,
14220560,BROOKLYN,11215,01/14/2014,01/17/2014,0.004,0.004,,0.213,0.025,
14220523,BROOKLYN,11204,01/14/2014,01/17/2014,0.005,0,,0.123,0.026,
13220493,FOREST HILLS,11375,01/14/2014,01/22/2014,0,0,,0.01,0.043,
14220537,NEW YORK,10028,01/15/2014,01/22/2014,0.002,0,,0.05,0.014,
14220557,NEW YORK,10024,01/15/2014,01/21/2014,0,0,,0.162,0.144,
14220559,NEW YORK,10001,01/15/2014,01/21/2014,0.023,0,,0.968,0.031,
14220545,NEW YORK,10033,01/15/2014,01/22/2014,0,0,,0.138,0.05,
13220498,FOREST HILLS,11375,01/15/2014,01/21/2014,0.021,0.044,,0.206,0.022,
13220319,BRONX,10467,01/15/2014,01/22/2014,0,0,,0.062,0.007,
14220531,STATEN ISLAND,10305,01/15/2014,01/22/2014,0.002,0,,0.381,0.06,
14220547,BROOKLYN,11201,01/16/2014,01/22/2014,0,0,,0.146,0.163,
13220494,NEW YORK,10014,01/16/2014,01/21/2014,0,0,,0.099,0.01,
14220544,BROOKLYN,11215,01/17/2014,01/22/2014,0,0,,0.225,0.017,
14220577,STATEN ISLAND,10301,01/17/2014,01/24/2014,0,0,,0.062,0.031,
14220580,BROOKLYN,11215,01/17/2014,01/24/2014,0.001,0,,0.236,0.097,
13220465,BROOKLYN,11231,01/17/2014,01/28/2014,0.004,0.007,,0.127,0.013,
14220548,NEW YORK,10025,01/17/2014,01/28/2014,0,0,,0.134,0.03,
13220146,FOREST HILLS,11375,01/17/2014,01/27/2014,0,0,,0.225,0.345,
14220527,BROOKLYN,11206,01/19/2014,01/22/2014,0.003,0.002,,0.46,0.032,
14220555,NEW YORK,10155,01/21/2014,01/24/2014,0.001,0,,0.201,0.078,
14220590,NEW YORK,10028,01/21/2014,01/28/2014,0.023,0.006,,0.32,0.076,
14220578,BROOKLYN,11235,01/22/2014,01/27/2014,0,0,,0.046,0.014,
14220566,NEW YORK,10025,01/22/2014,01/28/2014,0,0,,0.088,0.011,
14220605,NEW YORK,10040,01/22/2014,01/29/2014,0,0,,0.285,0.029,
14220581,NEW YORK,10010,01/22/2014,01/29/2014,0.003,0,,0.279,0.114,
14220563,BROOKLYN,11231,01/23/2014,01/28/2014,0,0,,0.17,0.022,
13218731,BROOKLYN,11201,01/23/2014,01/28/2014,0,0,,0.086,0.011,
14220575,NEW YORK,10003,01/23/2014,01/28/2014,0.008,0,,1.607,0.104,
14220573,NEW YORK,10023,01/24/2014,01/29/2014,0.001,0,,0.187,0.052,
14220593,FOREST HILLS,11375,01/24/2014,02/03/2014,0,0,,0.222,0.128,
13219957,NEW YORK,10128,01/24/2014,02/03/2014,0,0,,0.146,0.115,
14220616,BROOKLYN,11226,01/24/2014,01/28/2014,0.002,0,,0.219,0.011,
13219281,FLUSHING,11358,01/24/2014,01/29/2014,0.002,0,,0.149,0.018,
14220524,ASTORIA,11105,01/24/2014,01/28/2014,0.046,0,,0.463,0.032,
14220598,LITTLE NECK,11362,01/25/2014,01/31/2014,0.003,0,,0.133,0.041,
14220595,BRONX,10452,01/25/2014,02/06/2014,0.002,0,,0.227,0.013,
14220586,FOREST HILLS,11375,01/26/2014,01/29/2014,0,0,,0.186,0.079,
14220569,BROOKLYN,11233,01/26/2014,02/04/2014,0.002,0,,0.145,0.037,
14220619,BROOKLYN,11215,01/27/2014,01/29/2014,0,0,,0.263,0.148,
14220607,NEW YORK,10028,01/27/2014,02/04/2014,0.002,0,,0.106,0.02,
14220516,NEW YORK,10011,01/27/2014,02/04/2014,0,0,,0.12,0.06,
14220604,BROOKLYN,11217,01/27/2014,01/30/2014,0,0,,0.262,0.057,
13220427,BRONX,10465,01/27/2014,02/05/2014,0,0,,0.291,0.073,
14220612,BROOKLYN,11217,01/27/2014,02/04/2014,0,0,,0.135,0.031,
14220634,NEW YORK,10028,01/27/2014,01/30/2014,0.003,0,,0.279,0.022,
14220630,BRONX,10462,01/28/2014,01/30/2014,0,0,,0.17,0.036,
14220623,REGO PARK,11374,01/28/2014,01/31/2014,0,0,,0.238,0.015,
14220627,NEW YORK,10014,01/28/2014,02/03/2014,0.002,0,,0.114,0.006,
14220622,NEW YORK,10025,01/28/2014,02/06/2014,0.002,0,,0.149,0.074,
14220620,BROOKLYN,11212,01/29/2014,01/31/2014,0,0,,0.06,0.015,
14220572,NEW YORK,10032,01/29/2014,02/04/2014,0.002,0.001,,0.135,0.114,
14220621,NEW YORK,10025,01/29/2014,02/03/2014,0.012,0,,0.164,0.032,
14220602,FOREST HILLS,11375,01/29/2014,02/04/2014,0.025,0.024,,0.233,0.02,
14220522,BROOKLYN,11226,01/29/2014,02/11/2014,0.027,0.002,,0.147,0.074,
14220599,NEW YORK,10003,01/29/2014,02/04/2014,0,0.01,,1.159,0.181,
14220536,BROOKLYN,11229,01/30/2014,02/06/2014,0.002,0.007,,0.16,0.015,
14220538,NEW YORK,10024,01/30/2014,02/04/2014,0.002,0,,0.175,0.053,
14220582,BROOKLYN,11231,01/30/2014,02/04/2014,0,0,,0.036,0.02,
14220651,BROOKLYN,11238,01/31/2014,02/04/2014,0,0,,0.207,0.044,
13220005,NEW YORK,10019,01/31/2014,02/06/2014,0,0,,0.105,0.029,
14220609,BROOKLYN,11237,02/01/2014,02/07/2014,0,0,,0.18,0.032,
14220626,NEW YORK,10014,02/01/2014,02/06/2014,0,0,,0.185,0.094,
13220508,BROOKLYN,11217,02/01/2014,02/06/2014,0,0,,0.163,0.017,
14220565,BROOKLYN,11212,02/01/2014,02/07/2014,0.002,0,,0.194,0.043,
13220112,BROOKLYN,11216,02/02/2014,02/10/2014,0,0,,0.258,0.195,
14220691,BROOKLYN,11225,02/02/2014,02/06/2014,0,0,,0.215,0.01,
14220685,NEW YORK,10002,02/02/2014,02/10/2014,0,0,,0.038,0.01,
11215867,JACKSON HEIGHTS,11372,02/02/2014,02/06/2014,0.002,0.003,,0.208,0.305,
14220645,NEW YORK,10025,02/04/2014,02/07/2014,0,0,,0.181,0.034,
14220520,NEW YORK,10022,02/04/2014,02/10/2014,0,0,,0.054,0.014,
14220662,SUNNYSIDE,11104,02/04/2014,02/06/2014,0,0,,0.13,0.015,
14300300,FOREST HILLS,11375,02/05/2014,02/10/2014,0.008,0.022,0.002,0.207,0.061,0.012
14220664,NEW YORK,10025,02/05/2014,02/10/2014,0.001,0,,0.039,0.012,
14220673,ASTORIA,11103,02/05/2014,02/12/2014,0,0,,0.143,0.019,
14220640,NEW YORK,10011,02/06/2014,02/10/2014,0.01,0.002,,0.192,0.1,
14220668,NEW YORK,10012,02/06/2014,02/10/2014,0,0,,0.07,0.043,
14220681,BROOKLYN,11211,02/06/2014,02/11/2014,0,0,,0.284,0.084,
14220698,NEW YORK,10013,02/06/2014,02/11/2014,0,0,,0.133,0.019,
13219872,NEW YORK,10021,02/06/2014,02/11/2014,0,0,,0.165,0.119,
14220665,NEW YORK,10027,02/06/2014,02/13/2014,0.001,0,,0.203,0.232,
14300299,FOREST HILLS,11375,02/06/2014,02/11/2014,0.082,0.019,0.002,0.142,0.017,0.011
14220701,BROOKLYN,11249,02/07/2014,02/11/2014,0.002,0,,0.128,0.016,
14220613,FOREST HILLS,11375,02/07/2014,02/11/2014,0,0,,0.068,0.025,
13220416,NEW YORK,10025,02/07/2014,02/18/2014,0.005,0.003,,0.128,0.11,
14220707,BROOKLYN,11238,02/07/2014,02/11/2014,0,0,,0.32,0.037,
14220709,BROOKLYN,11235,02/08/2014,02/18/2014,0,0,,0.062,0.025,
14220696,BROOKLYN,11232,02/09/2014,02/19/2014,0.002,0,,0.209,0.013,
14220703,NEW YORK,10009,02/09/2014,02/18/2014,0,0,,0.148,0.026,
13220484,BROOKLYN,11235,02/09/2014,02/11/2014,0.006,0.01,,0.319,0.058,
14220663,NEW YORK,10023,02/10/2014,02/18/2014,0,0,,0.115,0.028,
14220732,KEW GARDENS,11415,02/10/2014,02/14/2014,0,0,,0.132,0.11,
14220718,BROOKLYN,11211,02/10/2014,02/12/2014,0.002,0,,0.178,0.043,
14220719,NEW YORK,10013,02/11/2014,02/18/2014,0.005,0.009,,0.138,0.011,
14220659,BRONX,10463,02/11/2014,02/20/2014,0.001,0,,0.113,0.127,
14220720,BROOKLYN,11214,02/11/2014,02/18/2014,0.008,0.033,,0.188,0.028,
14220733,BROOKLYN,11237,02/11/2014,02/19/2014,0.002,0,,0.189,0.139,
13219323,BROOKLYN,11210,02/11/2014,02/14/2014,0.002,0,,0.122,0.079,
14220649,BROOKLYN,11218,02/11/2014,02/20/2014,0,0,,0.129,0.069,
14220711,EAST ELMHURST,11370,02/13/2014,02/19/2014,0.001,0,,0.26,0.165,
14220706,NEW YORK,10044,02/14/2014,02/21/2014,0,0,,0.092,0.019,
14220751,OAKLAND GARDENS,11364,02/14/2014,02/19/2014,0,0,,0.212,0.024,
14220594,BROOKLYN,11234,02/16/2014,02/26/2014,0,0,,0.194,0.116,
14220591,NEW YORK,10023,02/16/2014,02/20/2014,0,0,,0.153,0.157,
14220713,NEW YORK,10009,02/16/2014,02/24/2014,0,0,,0.082,0.011,
14220767,RIDGEWOOD,11385,02/16/2014,02/26/2014,0.005,0.006,,0.199,0.021,
14220746,STATEN ISLAND,10304,02/16/2014,02/21/2014,0,0,,0.143,0.109,
14220714,NEW YORK,10025,02/16/2014,02/25/2014,0.002,0,,0.14,0.02,
14220646,NEW YORK,10027,02/16/2014,02/21/2014,0.014,0.003,,0.256,0.025,
13300289,BROOKLYN,11233,02/17/2014,02/25/2014,0.003,0.003,0,0.355,0.017,0.013
14220731,BROOKLYN,11234,02/17/2014,02/20/2014,0,0,,0.334,0.076,
14220540,BROOKLYN,11211,02/18/2014,02/24/2014,0,0,,0.214,0.142,
14220755,BROOKLYN,11216,02/18/2014,02/25/2014,0,0,,0.006,0.005,
13220314,NEW YORK,10037,02/19/2014,02/24/2014,0,0,,0.042,0.016,
14220769,NEW YORK,10017,02/19/2014,02/25/2014,0,0,,0.051,0.012,
14220762,STATEN ISLAND,10308,02/20/2014,02/25/2014,0,0,,0.056,0.016,
14220739,BROOKLYN,11249,02/20/2014,02/26/2014,0,0.004,,0.057,0.177,
14220680,NEW YORK,10009,02/20/2014,02/26/2014,0,0,,0.059,0.013,
14220785,FRESH MEADOWS,11365,02/21/2014,02/25/2014,0,0,,0.105,0.019,
13219934,BROOKLYN,11249,02/21/2014,02/28/2014,0,0,,0.215,0.023,
12218244,BROOKLYN,11238,02/22/2014,02/28/2014,0,0,,0.213,0.178,
14220754,BROOKLYN,11225,02/22/2014,02/27/2014,0,0,,0.179,0.022,
14220793,BROOKLYN,11238,02/23/2014,02/26/2014,0,0,,0.099,0.056,
14220587,BROOKLYN,11215,02/23/2014,03/03/2014,0,0,,0.417,0.15,
14220726,BROOKLYN,11209,02/23/2014,02/28/2014,0.003,0,,0.092,0.006,
14220782,NEW YORK,10025,02/23/2014,02/28/2014,0,0,,0.072,0.019,
14220801,BROOKLYN,11207,02/24/2014,02/28/2014,0,0.003,,0.148,0.112,
14220722,NEW YORK,10028,02/24/2014,02/26/2014,0,0,,0.173,0.026,
14220747,ASTORIA,11105,02/24/2014,02/26/2014,0.001,0,,0.181,0.022,
14220789,BROOKLYN,11215,02/24/2014,02/28/2014,0,0,,0.093,0.018,
14220792,NEW YORK,10024,02/25/2014,03/05/2014,0.002,0,,0.134,0.051,
14220788,NEW YORK,10001,02/25/2014,03/05/2014,0,0,,0.057,0.009,
14220614,NEW YORK,10010,02/25/2014,03/06/2014,0.005,0.004,,0.366,0.037,
14220648,BROOKLYN,11215,02/26/2014,03/07/2014,0,0,,0.216,0.155,
14220686,BROOKLYN,11235,02/26/2014,03/05/2014,0.002,0.002,,0.023,0.015,
14220790,BRONX,10469,02/27/2014,03/03/2014,0,0,,0.18,0.199,
14220562,BROOKLYN,11220,02/27/2014,03/05/2014,0,0.001,,0.234,0.033,
14220802,NEW YORK,10032,02/27/2014,03/06/2014,0.001,0,,0.202,0.084,
14220787,BROOKLYN,11234,02/27/2014,03/05/2014,0,0,,0.181,0.042,
14220750,NEW YORK,10003,02/27/2014,03/05/2014,0,0,,0.069,0.022,
14220809,WOODSIDE,11377,02/28/2014,03/05/2014,0,0,,0.194,0.025,
14220778,NEW YORK,10012,02/28/2014,03/11/2014,0.001,0,,0.198,0.018,
14220810,BROOKLYN,11215,03/01/2014,03/06/2014,0,0,,0.156,0.06,
14220830,BROOKLYN,11230,03/01/2014,03/10/2014,0,0,,0.084,0.06,
14220781,NEW YORK,10029,03/02/2014,03/07/2014,0,0,,0.061,0.023,
14220601,ASTORIA,11103,03/03/2014,03/05/2014,0,0,,0.152,0.138,
14220820,FOREST HILLS,11375,03/03/2014,03/05/2014,0,0,,0.216,0.082,
14220824,BROOKLYN,11217,03/04/2014,03/12/2014,0,0,,0.144,0.026,
14220806,NEW YORK,10019,03/04/2014,03/07/2014,0,0,,0.118,0.027,
14220833,NEW YORK,10128,03/05/2014,03/12/2014,0,0,,0.093,0.028,
14220850,NEW YORK,10075,03/06/2014,03/12/2014,0.004,0.003,,0.136,0.078,
14220780,NEW YORK,10023,03/06/2014,03/11/2014,0,0.001,,0.244,0.358,
14220863,BRONX,10467,03/07/2014,03/12/2014,0,0,,0.198,0.018,
14220844,NEW YORK,10033,03/07/2014,03/18/2014,0,0,,0.033,0.006,
14220794,BROOKLYN,11211,03/07/2014,03/11/2014,0.002,0,,0.108,0.056,
14220740,BROOKLYN,11215,03/08/2014,03/12/2014,0.002,0,,0.229,0.027,
14220864,NEW YORK,10026,03/09/2014,03/12/2014,0,0,,0.242,0.028,
14220838,BROOKLYN,11233,03/09/2014,03/13/2014,0.001,0.002,,0.619,0.115,
14220758,BROOKLYN,11225,03/09/2014,03/14/2014,0,0,,0.162,0.069,
14220878,NEW YORK,10009,03/10/2014,03/14/2014,0,0,,0.077,0.077,
14220836,BROOKLYN,11201,03/11/2014,03/18/2014,0,0,,0.215,0.115,
14220690,ELMHURST,11373,03/12/2014,03/14/2014,0,0,,0.187,0.02,
14220784,BROOKLYN,11216,03/12/2014,03/18/2014,0.002,0,,0.172,0.023,
14220884,BROOKLYN,11209,03/12/2014,03/17/2014,0.003,0,,0.367,0.047,
13220469,ARVERNE,11692,03/12/2014,03/19/2014,0.007,0,,0.417,0.039,
14220729,BRONX,10462,03/13/2014,03/20/2014,0.002,0.003,,0.097,0.068,
14220775,BROOKLYN,11201,03/13/2014,03/18/2014,0.003,0.004,,0.17,0.031,
14220865,JACKSON HEIGHTS,11372,03/13/2014,03/17/2014,0.001,0,,0.139,0.02,
14220891,BROOKLYN,11211,03/13/2014,03/19/2014,0.002,0,,0.187,0.02,
14220903,BRONX,10465,03/13/2014,03/21/2014,0.002,0.01,,1.611,9.147,
14220902,MIDDLE VILLAGE,11379,03/13/2014,03/20/2014,0.005,0.008,,0.246,0.041,
14220712,OAKLAND GARDENS,11364,03/15/2014,03/20/2014,0,0,,0.091,0.088,
14220791,FOREST HILLS,11375,03/15/2014,03/18/2014,0.003,0.024,,0.193,0.019,
14220927,BROOKLYN,11228,03/15/2014,03/25/2014,0,0,,0.085,0.018,
14220811,BROOKLYN,11218,03/16/2014,03/19/2014,0.007,0,,0.224,0.051,
14220935,REGO PARK,11374,03/17/2014,03/20/2014,0,0,,0.137,0.114,
14220936,NEW YORK,10065,03/18/2014,03/21/2014,0.001,0.002,,0.119,0.08,
14300301,FOREST HILLS,11375,03/18/2014,03/20/2014,0.019,0.019,0,0.213,0.018,0.009
14220910,BROOKLYN,11235,03/19/2014,03/27/2014,0,0,,0.216,0.183,
14220657,NEW YORK,10028,03/19/2014,03/25/2014,0.001,0,,0.102,0.015,
13220049,BROOKLYN,11211,03/19/2014,03/21/2014,0,0,,0.082,0.048,
14220907,BROOKLYN,11210,03/20/2014,03/31/2014,0.002,0.008,,0.157,0.075,
14220954,SUNNYSIDE,11104,03/20/2014,03/25/2014,0.004,0.002,,0.212,0.014,
14220906,NEW YORK,10007,03/21/2014,03/26/2014,0,0,,0.152,0.079,
14220941,NEW YORK,10025,03/21/2014,03/25/2014,0.014,0,,0.192,0.016,
14220940,NEW YORK,10002,03/22/2014,03/25/2014,0.001,0.002,,0.269,0.124,
14220958,BRONX,10467,03/22/2014,03/27/2014,0,0,,0.056,0.022,
14220982,BROOKLYN,11201,03/23/2014,04/01/2014,0,0,,0.206,0.021,
14220938,ASTORIA,11106,03/23/2014,03/28/2014,0.002,0,,0.193,0.034,
14220947,NEW YORK,10040,03/23/2014,03/27/2014,0,0,,0.159,0.017,
14220960,BRONX,10467,03/24/2014,03/27/2014,0.003,0.002,,0.229,0.013,
14220980,BAYSIDE,11361,03/24/2014,03/28/2014,0,0,,0.064,0.032,
14220889,ELMHURST,11373,03/24/2014,04/02/2014,0.001,0,,0.052,0.011,
14220953,BROOKLYN,11226,03/25/2014,03/31/2014,0,0,,0.139,0.08,
14220928,STATEN ISLAND,10314,03/25/2014,03/28/2014,0,0,,0.175,0.123,
14220981,BROOKLYN,11210,03/25/2014,03/27/2014,0.001,0,,0.141,0.027,
14220922,BROOKLYN,11222,03/25/2014,03/27/2014,0,0,,0.313,0.275,
14220994,REGO PARK,11374,03/25/2014,04/01/2014,0,0,,0.113,0.037,
14220991,SUNNYSIDE,11104,03/25/2014,04/02/2014,0.008,0.039,,0.15,0.027,
14220924,JAMAICA,11433,03/26/2014,04/08/2014,0,0,,0.132,0.056,
14220974,JACKSON HEIGHTS,11372,03/26/2014,04/04/2014,0.001,0.001,,0.136,0.097,
14220842,BROOKLYN,11205,03/26/2014,03/31/2014,0,0,,0.119,0.098,
14220926,NEW YORK,10032,03/28/2014,04/01/2014,0,0,,0.111,0.095,
14221010,BROOKLYN,11215,03/28/2014,04/01/2014,0.001,0,,0.174,0.027,
14221005,STATEN ISLAND,10301,03/28/2014,04/01/2014,0,0,,0.199,0.042,
14221004,BROOKLYN,11217,03/29/2014,04/03/2014,0.003,0.008,,0.186,0.06,
14220629,BROOKLYN,11215,03/29/2014,04/01/2014,0.002,0.004,,0.09,0.009,
14220852,LITTLE NECK,11362,03/29/2014,04/03/2014,0,0,,0.201,0.026,
14220939,NEW YORK,10002,03/29/2014,04/07/2014,0,0,,0.213,0.155,
14220992,FOREST HILLS,11375,03/29/2014,04/04/2014,0,0,,0.161,0.06,
14220753,NEW YORK,10033,03/29/2014,04/07/2014,0.003,0,,0.274,0.042,
14220957,SUNNYSIDE,11104,03/29/2014,04/04/2014,0.004,0.015,,0.161,0.068,
14220897,BROOKLYN,11210,03/30/2014,04/04/2014,0.001,0,,0.177,0.032,
14220628,FLUSHING,11354,03/30/2014,04/08/2014,0.011,0.003,,0.135,0.013,
14221024,BROOKLYN,11201,03/30/2014,04/04/2014,0,0,,0.329,0.058,
14221015,BROOKLYN,11231,03/30/2014,04/07/2014,3.641,0.052,,2.114,0.165,
14220985,BROOKLYN,11231,03/31/2014,04/02/2014,0.001,0.001,,0.342,0.183,
14220937,BRONX,10460,03/31/2014,04/04/2014,0.004,0.004,,0.295,0.124,
14220950,SUNNYSIDE,11104,03/31/2014,04/03/2014,0.002,0,,0.12,0.023,
14220999,BROOKLYN,11208,04/01/2014,04/03/2014,0,0,,0.156,0.199,
14221012,STATEN ISLAND,10312,04/01/2014,04/03/2014,0,0,,0.172,0.103,
14220959,MASPETH,11378,04/01/2014,04/04/2014,0.003,0.033,,0.261,0.034,
14221001,BROOKLYN,11210,04/02/2014,04/08/2014,0.004,0,,0.205,0.128,
14221018,NEW YORK,10025,04/03/2014,04/09/2014,0,0,,0.068,0.025,
14221025,NEW YORK,10044,04/03/2014,04/09/2014,0,0,,0.15,0.134,
14220822,NEW YORK,10021,04/03/2014,04/07/2014,0,0,,0.112,0.106,
14221014,QUEENS VILLAGE,11428,04/03/2014,04/07/2014,0,0,,0.105,0.044,
14220977,BROOKLYN,11233,04/03/2014,04/07/2014,0.524,0.002,,2.84,0.292,
14221036,FOREST HILLS,11375,04/03/2014,04/08/2014,0.001,0,,0.223,0.283,
14220862,NEW YORK,10025,04/04/2014,04/09/2014,0.001,0,,0.113,0.026,
14221041,JAMAICA,11435,04/04/2014,04/08/2014,0,0,,0.013,0.003,
14221028,BROOKLYN,11217,04/04/2014,04/09/2014,0.003,0.007,,0.191,0.035,
14220890,BRONX,10458,04/04/2014,04/09/2014,0,0.001,,0.166,0.233,
14221034,FRESH MEADOWS,11365,04/05/2014,04/09/2014,0.002,0,,0.187,0.025,
14221002,NEW YORK,10025,04/05/2014,04/11/2014,0.003,0,,0.153,0.016,
13220445,NEW YORK,10032,04/05/2014,04/10/2014,0,0,,0.187,0.019,
14220610,LITTLE NECK,11362,04/07/2014,04/10/2014,0,0,,0.11,0.079,
14221027,NEW YORK,10025,04/07/2014,04/11/2014,0,0,,0.095,0.039,
14221059,NEW YORK,10011,04/08/2014,04/14/2014,0,0,,0.127,0.041,
14221051,BROOKLYN,11217,04/09/2014,04/14/2014,0.001,0,,0.154,0.052,
14220944,BRONX,10464,04/09/2014,04/14/2014,0,0,,0.181,0.033,
14221061,NEW YORK,10044,04/09/2014,04/15/2014,0,0,,0.087,0.048,
14220710,BROOKLYN,11230,04/09/2014,04/18/2014,0,0,,0.071,0.021,
14221062,FAR ROCKAWAY,11694,04/09/2014,04/18/2014,0.001,0,,0.094,0.041,
13219249,NEW YORK,10025,04/10/2014,04/21/2014,0,0,,0.017,0.013,
14221056,NEW YORK,10028,04/10/2014,04/15/2014,0.004,0.002,,0.59,0.172,
14221060,BROOKLYN,11211,04/10/2014,04/15/2014,0.023,0.001,,0.495,0.064,
14221055,NEW YORK,10021,04/11/2014,04/16/2014,0.004,0.001,,0.09,0.034,
14221063,NEW YORK,10044,04/12/2014,04/17/2014,0,0,,0.104,0.011,
14221009,BROOKLYN,11233,04/12/2014,04/17/2014,0.041,0.018,,0.098,0.007,
14221032,NEW YORK,10029,04/13/2014,04/17/2014,0,0,,0.133,0.028,
14220624,BROOKLYN,11218,04/13/2014,04/17/2014,0.002,0,,0.24,0.099,
14221070,NEW YORK,10013,04/13/2014,04/16/2014,0.004,0,,0.337,0.041,
14300303,FOREST HILLS,11375,04/13/2014,04/18/2014,0.005,0.022,0.005,0.204,0.017,0.014
14221031,BROOKLYN,11201,04/14/2014,04/17/2014,0,0,,0.088,0.016,
14221067,BROOKLYN,11211,04/14/2014,04/18/2014,0.001,0,,0.085,0.02,
13220452,NEW YORK,10011,04/14/2014,04/22/2014,0,0,,0.03,0.009,
13218920,BROOKLYN,11210,04/14/2014,04/18/2014,0.002,0,,0.138,0.113,
14220898,BROOKLYN,11237,04/14/2014,04/18/2014,0,0,,0.164,0.057,
14221092,NEW YORK,10002,04/15/2014,04/17/2014,0,0,,0.078,0.057,
13300284,QUEENS VILLAGE,11429,04/15/2014,04/17/2014,0.002,0.003,0,0.22,0.03,0.019
14220826,NEW YORK,10003,04/16/2014,04/22/2014,0.011,0,,0.101,0.018,
14220986,BROOKLYN,11207,04/16/2014,04/23/2014,0,0,,0.125,0.013,
14220856,NEW YORK,10031,04/16/2014,04/21/2014,0,0,,0.074,0.024,
14221049,NEW YORK,10037,04/16/2014,04/24/2014,0.004,0,,0.338,0.179,
14221087,BROOKLYN,11215,04/17/2014,04/25/2014,0.005,0,,0.047,0.004,
14221098,CORONA,11368,04/17/2014,04/21/2014,0,0,,0.072,0.048,
14220797,NEW YORK,10040,04/18/2014,04/30/2014,0,0,,0.157,0.029,
14300307,MASPETH,11378,04/18/2014,04/22/2014,0.005,0.036,0.001,0.247,0.047,0.018
13219136,BROOKLYN,11234,04/19/2014,04/25/2014,0.001,0,,0.14,0.104,
14221110,BRONX,10475,04/19/2014,04/24/2014,0.021,0,,0.045,0.024,
14221113,STATEN ISLAND,10308,04/20/2014,04/25/2014,0.004,0,,0.083,0.151,
14221108,BROOKLYN,11235,04/20/2014,04/23/2014,0.007,0.029,,0.229,0.033,
14221107,FLUSHING,11355,04/21/2014,04/24/2014,0.002,0,,0.081,0.018,
14221066,BROOKLYN,11215,04/21/2014,04/29/2014,0.002,0,,0.149,0.025,
